Tier,Topic,Model,Dataset,Accuracy,ROC AUC,Positive Samples,Positive Ratio,Precision,Recall,F1 Score
tier 2,election bribery,Decision Tree,Validation,0.9973670352817272,0.7489457037427517,2,0.00105318588730911,0.2,0.5,0.2857142857142857
tier 2,drug manufacturing,Decision Tree,Train,1.0,1.0,16,0.0028193832599118945,1.0,1.0,1.0
tier 2,drug manufacturing,Decision Tree,Validation,0.9963138493944181,0.6423286016309271,7,0.003686150605581885,0.5,0.2857142857142857,0.36363636363636365
tier 2,molestation,Decision Tree,Train,0.9998237885462555,0.9999117854622442,7,0.0012334801762114538,0.875,1.0,0.9333333333333333
tier 2,molestation,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 2,hostage taking,Decision Tree,Train,1.0,1.0,41,0.007224669603524229,1.0,1.0,1.0
tier 2,hostage taking,Decision Tree,Validation,0.9984202211690363,0.9610082388449304,13,0.006845708267509215,0.8571428571428571,0.9230769230769231,0.8888888888888888
tier 2,assault,Decision Tree,Train,1.0,1.0,435,0.07665198237885462,1.0,1.0,1.0
tier 2,assault,Decision Tree,Validation,0.9620853080568721,0.9298836111984901,165,0.08688783570300158,0.7313432835820896,0.8909090909090909,0.8032786885245902
tier 2,failure to register as a sex offender,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 2,failure to register as a sex offender,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 2,"trafficking with respect to peonage, slavery, involuntary servitude, or forced labor",Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 2,"trafficking with respect to peonage, slavery, involuntary servitude, or forced labor",Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 2,cybercrime,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 2,cybercrime,Decision Tree,Validation,0.9968404423380727,0.4989457037427517,2,0.00105318588730911,0.0,0.0,0.0
tier 2,insider trading,Decision Tree,Train,1.0,1.0,88,0.015506607929515418,1.0,1.0,1.0
tier 2,insider trading,Decision Tree,Validation,0.9968404423380727,0.9644477226627326,29,0.015271195365982097,0.8709677419354839,0.9310344827586207,0.9
tier 2,organized crime,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 2,organized crime,Decision Tree,Validation,0.9984202211690363,0.49973642593568796,2,0.00105318588730911,0.0,0.0,0.0
tier 2,obstructing federal officer or employee,Decision Tree,Train,0.9998237885462555,0.9888888888888889,45,0.007929515418502203,1.0,0.9777777777777777,0.9887640449438202
tier 2,obstructing federal officer or employee,Decision Tree,Validation,0.9968404423380727,0.8744689325544345,16,0.00842548709847288,0.8571428571428571,0.75,0.8
tier 2,larceny,Decision Tree,Train,0.9989427312775331,0.9975265435363985,1057,0.18625550660792953,0.9990503323836657,0.9952696310312205,0.9971563981042654
tier 2,larceny,Decision Tree,Validation,0.9505002632964719,0.9204132752346363,353,0.18588730911005794,0.8627450980392157,0.8725212464589235,0.8676056338028169
tier 2,driving with license suspended,Decision Tree,Train,1.0,1.0,53,0.00933920704845815,1.0,1.0,1.0
tier 2,driving with license suspended,Decision Tree,Validation,0.9963138493944181,0.9412398866483223,26,0.01369141653501843,0.8518518518518519,0.8846153846153846,0.8679245283018868
tier 2,identity theft,Decision Tree,Train,1.0,1.0,131,0.023083700440528633,1.0,1.0,1.0
tier 2,identity theft,Decision Tree,Validation,0.989468141126909,0.8555212355212356,49,0.025803054239073198,0.8536585365853658,0.7142857142857143,0.7777777777777778
tier 2,failure to appear on felony offense,Decision Tree,Train,1.0,1.0,41,0.007224669603524229,1.0,1.0,1.0
tier 2,failure to appear on felony offense,Decision Tree,Validation,1.0,1.0,10,0.0052659294365455505,1.0,1.0,1.0
tier 2,terrorism,Decision Tree,Train,0.9998237885462555,0.9979166666666667,240,0.04229074889867841,1.0,0.9958333333333333,0.9979123173277662
tier 2,terrorism,Decision Tree,Validation,0.989468141126909,0.9761014658049255,78,0.04107424960505529,0.8152173913043478,0.9615384615384616,0.8823529411764706
tier 2,tampering with consumer products,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 2,tampering with consumer products,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 2,violating the clean air act,Decision Tree,Train,1.0,1.0,3,0.0005286343612334801,1.0,1.0,1.0
tier 2,violating the clean air act,Decision Tree,Validation,1.0,1.0,1,0.000526592943654555,1.0,1.0,1.0
tier 2,prostitution,Decision Tree,Train,0.9998237885462555,0.9907407407407407,54,0.009515418502202643,1.0,0.9814814814814815,0.9906542056074766
tier 2,prostitution,Decision Tree,Validation,0.9926276987888363,0.677245168624479,14,0.00737230121116377,0.5,0.35714285714285715,0.4166666666666667
tier 2,election fraud,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 2,election fraud,Decision Tree,Validation,0.9968404423380727,0.9984185556141275,2,0.00105318588730911,0.25,1.0,0.4
tier 2,drug crimes,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 2,drug crimes,Decision Tree,Validation,0.9984202211690363,0.7494728518713759,2,0.00105318588730911,0.3333333333333333,0.5,0.4
tier 2,disorderly conduct,Decision Tree,Train,1.0,1.0,6,0.0010572687224669603,1.0,1.0,1.0
tier 2,disorderly conduct,Decision Tree,Validation,0.9989468141126909,0.9994731296101159,1,0.000526592943654555,0.3333333333333333,1.0,0.5
tier 2,dui/dwi,Decision Tree,Train,1.0,1.0,142,0.025022026431718063,1.0,1.0,1.0
tier 2,dui/dwi,Decision Tree,Validation,0.9910479199578726,0.8960672917815776,49,0.025803054239073198,0.8478260869565217,0.7959183673469388,0.8210526315789474
tier 2,illegal dumping,Decision Tree,Train,1.0,1.0,36,0.006343612334801762,1.0,1.0,1.0
tier 2,illegal dumping,Decision Tree,Validation,0.9984202211690363,0.9992055084745763,11,0.005792522380200105,0.7857142857142857,1.0,0.88
tier 2,environmental crimes,Decision Tree,Train,1.0,1.0,34,0.0059911894273127755,1.0,1.0,1.0
tier 2,environmental crimes,Decision Tree,Validation,1.0,1.0,2,0.00105318588730911,1.0,1.0,1.0
tier 2,cyber stalking,Decision Tree,Train,0.9998237885462555,0.9848484848484849,33,0.005814977973568282,1.0,0.9696969696969697,0.9846153846153847
tier 2,cyber stalking,Decision Tree,Validation,0.995260663507109,0.8870370370370371,9,0.004739336492890996,0.5,0.7777777777777778,0.6086956521739131
tier 2,tax evasion,Decision Tree,Train,1.0,1.0,64,0.011277533039647578,1.0,1.0,1.0
tier 2,tax evasion,Decision Tree,Validation,0.989468141126909,0.7720729111229377,20,0.010531858873091101,0.5,0.55,0.5238095238095238
tier 2,improper entry into the us,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 2,improper entry into the us,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 2,criminal tresspassing,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 2,criminal tresspassing,Decision Tree,Validation,0.9978936282253817,0.7492092778070638,2,0.00105318588730911,0.25,0.5,0.3333333333333333
tier 2,obstruction of criminal investigations,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 2,obstruction of criminal investigations,Decision Tree,Validation,0.9984202211690363,0.49973642593568796,2,0.00105318588730911,0.0,0.0,0.0
tier 2,drug trafficking,Decision Tree,Train,0.9994713656387665,0.9948453608247423,291,0.05127753303964758,1.0,0.9896907216494846,0.9948186528497409
tier 2,drug trafficking,Decision Tree,Validation,0.9694576092680358,0.8610640565669639,118,0.06213796735123749,0.7631578947368421,0.7372881355932204,0.75
tier 2,money laundering,Decision Tree,Train,0.9998237885462555,0.9971098265895953,173,0.030484581497797356,1.0,0.9942196531791907,0.9971014492753624
tier 2,money laundering,Decision Tree,Validation,0.9789362822538178,0.8654143560103101,70,0.03686150605581885,0.7027027027027027,0.7428571428571429,0.7222222222222222
tier 2,racketeering,Decision Tree,Train,0.9987665198237885,0.9874410472291519,202,0.035594713656387666,0.9899497487437185,0.9752475247524752,0.9825436408977556
tier 2,racketeering,Decision Tree,Validation,0.9884149552395998,0.9559141838553603,51,0.026856240126382307,0.7230769230769231,0.9215686274509803,0.8103448275862069
tier 2,violation of the foreign corrupt practices act,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 2,violation of the foreign corrupt practices act,Decision Tree,Validation,0.9994734070563455,0.999736564805058,1,0.000526592943654555,0.5,1.0,0.6666666666666666
tier 2,use of a communication facility to facilitate a drug offense,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 2,use of a communication facility to facilitate a drug offense,Decision Tree,Validation,0.9989468141126909,0.5,2,0.00105318588730911,1.0,0.0,0.0
tier 2,property damage,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 2,property damage,Decision Tree,Validation,0.9968404423380727,0.7137571730594986,7,0.003686150605581885,0.6,0.42857142857142855,0.5
tier 2,public corruption,Decision Tree,Train,0.9998237885462555,0.9999115513886432,22,0.0038766519823788545,0.9565217391304348,1.0,0.9777777777777777
tier 2,public corruption,Decision Tree,Validation,0.9915745129015271,0.5481471678136581,10,0.0052659294365455505,0.125,0.1,0.1111111111111111
tier 2,treason,Decision Tree,Train,1.0,1.0,4,0.0007048458149779736,1.0,1.0,1.0
tier 2,treason,Decision Tree,Validation,0.9984202211690363,0.4994731296101159,1,0.000526592943654555,0.0,0.0,0.0
tier 2,theft crimes,Decision Tree,Train,0.9996475770925111,0.9863978025560147,37,0.006519823788546255,0.972972972972973,0.972972972972973,0.972972972972973
tier 2,theft crimes,Decision Tree,Validation,0.9926276987888363,0.8968237162519852,10,0.0052659294365455505,0.4,0.8,0.5333333333333333
tier 2,illegal gambling,Decision Tree,Train,1.0,1.0,117,0.020616740088105726,1.0,1.0,1.0
tier 2,illegal gambling,Decision Tree,Validation,0.9931542917324908,0.943493512283254,46,0.02422327540810953,0.8367346938775511,0.8913043478260869,0.8631578947368421
tier 2,obscenity,Decision Tree,Train,1.0,1.0,16,0.0028193832599118945,1.0,1.0,1.0
tier 2,obscenity,Decision Tree,Validation,0.9973670352817272,0.6658755274261603,3,0.001579778830963665,0.25,0.3333333333333333,0.2857142857142857
tier 2,wildlife crimes,Decision Tree,Train,1.0,1.0,96,0.016916299559471364,1.0,1.0,1.0
tier 2,wildlife crimes,Decision Tree,Validation,0.9957872564507636,0.8651176639697729,26,0.01369141653501843,0.95,0.7307692307692307,0.8260869565217391
tier 2,weapons trafficking,Decision Tree,Train,1.0,1.0,100,0.01762114537444934,1.0,1.0,1.0
tier 2,weapons trafficking,Decision Tree,Validation,0.9921011058451816,0.907204116638079,44,0.02317008952080042,0.8372093023255814,0.8181818181818182,0.8275862068965517
tier 2,child abuse and neglect,Decision Tree,Train,0.9994713656387665,0.998488462571906,378,0.0666079295154185,0.9947229551451188,0.9973544973544973,0.9960369881109643
tier 2,child abuse and neglect,Decision Tree,Validation,0.976303317535545,0.9196030680728667,149,0.0784623486045287,0.8466666666666667,0.8523489932885906,0.8494983277591973
tier 2,fraudulent/counterfeit goods,Decision Tree,Train,1.0,1.0,15,0.0026431718061674008,1.0,1.0,1.0
tier 2,fraudulent/counterfeit goods,Decision Tree,Validation,0.995260663507109,0.49868073878627966,4,0.00210637177461822,0.0,0.0,0.0
tier 2,drug smuggling,Decision Tree,Train,0.9998237885462555,0.9583333333333333,12,0.0021145374449339205,1.0,0.9166666666666666,0.9565217391304348
tier 2,drug smuggling,Decision Tree,Validation,0.9978936282253817,0.6247361477572559,4,0.00210637177461822,0.5,0.25,0.3333333333333333
tier 2,international organized crime,Decision Tree,Train,1.0,1.0,17,0.0029955947136563878,1.0,1.0,1.0
tier 2,international organized crime,Decision Tree,Validation,0.9931542917324908,0.729178562688637,13,0.006845708267509215,0.5,0.46153846153846156,0.48
tier 2,burglary,Decision Tree,Train,0.9998237885462555,0.9978070175438596,228,0.0401762114537445,1.0,0.9956140350877193,0.9978021978021978
tier 2,burglary,Decision Tree,Validation,0.9847288046340179,0.9223449750534569,69,0.036334913112164295,0.7564102564102564,0.855072463768116,0.8027210884353742
tier 2,stalking,Decision Tree,Train,1.0,1.0,133,0.02343612334801762,1.0,1.0,1.0
tier 2,stalking,Decision Tree,Validation,0.995260663507109,0.9671292544570501,48,0.02527646129541864,0.8823529411764706,0.9375,0.9090909090909091
tier 2,probation violation,Decision Tree,Train,1.0,1.0,19,0.0033480176211453743,1.0,1.0,1.0
tier 2,probation violation,Decision Tree,Validation,0.9968404423380727,0.721957671957672,9,0.004739336492890996,0.8,0.4444444444444444,0.5714285714285714
tier 2,criminal threats,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 2,criminal threats,Decision Tree,Validation,0.9984202211690363,0.49973642593568796,2,0.00105318588730911,0.0,0.0,0.0
tier 2,tampering with records,Decision Tree,Train,1.0,1.0,2,0.0003524229074889868,1.0,1.0,1.0
tier 2,tampering with records,Decision Tree,Validation,0.9994734070563455,0.75,2,0.00105318588730911,1.0,0.5,0.6666666666666666
tier 2,sexual assault,Decision Tree,Train,0.9994713656387665,0.99079754601227,163,0.028722466960352425,1.0,0.9815950920245399,0.9907120743034056
tier 2,sexual assault,Decision Tree,Validation,0.990521327014218,0.933380989942812,55,0.028962611901000527,0.8135593220338984,0.8727272727272727,0.8421052631578947
tier 2,violent crimes,Decision Tree,Train,1.0,1.0,5,0.000881057268722467,1.0,1.0,1.0
tier 2,violent crimes,Decision Tree,Validation,0.9978936282253817,0.49947285187137586,2,0.00105318588730911,0.0,0.0,0.0
tier 2,deprivation of rights under color of law,Decision Tree,Train,1.0,1.0,8,0.0014096916299559472,1.0,1.0,1.0
tier 2,deprivation of rights under color of law,Decision Tree,Validation,0.9973670352817272,0.49973614775725594,4,0.00210637177461822,0.0,0.0,0.0
tier 2,sex trafficking,Decision Tree,Train,0.9998237885462555,0.9924242424242424,66,0.011629955947136564,1.0,0.9848484848484849,0.9923664122137404
tier 2,sex trafficking,Decision Tree,Validation,0.9915745129015271,0.7165917307870585,23,0.012111637704054766,0.7692307692307693,0.43478260869565216,0.5555555555555556
tier 2,smuggling goods into the us,Decision Tree,Train,1.0,1.0,7,0.0012334801762114538,1.0,1.0,1.0
tier 2,smuggling goods into the us,Decision Tree,Validation,0.9989468141126909,0.75,4,0.00210637177461822,1.0,0.5,0.6666666666666666
tier 2,financial abuse,Decision Tree,Train,0.9998237885462555,0.999911158493248,47,0.00828193832599119,0.9791666666666666,1.0,0.9894736842105263
tier 2,financial abuse,Decision Tree,Validation,0.9915745129015271,0.7711289775754346,22,0.01158504476040021,0.6666666666666666,0.5454545454545454,0.6
tier 2,trafficking in fraudulent goods,Decision Tree,Train,1.0,1.0,11,0.0019383259911894273,1.0,1.0,1.0
tier 2,trafficking in fraudulent goods,Decision Tree,Validation,0.995260663507109,0.6105820105820107,9,0.004739336492890996,0.5,0.2222222222222222,0.3076923076923077
tier 2,reckless driving,Decision Tree,Train,0.9996475770925111,0.9820543145538719,28,0.004933920704845815,0.9642857142857143,0.9642857142857143,0.9642857142857143
tier 2,reckless driving,Decision Tree,Validation,0.9984202211690363,0.7857142857142857,7,0.003686150605581885,1.0,0.5714285714285714,0.7272727272727273
tier 2,hit and run,Decision Tree,Train,0.9998237885462555,0.9375,8,0.0014096916299559472,1.0,0.875,0.9333333333333333
tier 2,hit and run,Decision Tree,Validation,0.9968404423380727,0.699208025343189,5,0.0026329647182727752,0.4,0.4,0.4
tier 2,vandalism,Decision Tree,Train,0.9998237885462555,0.9999110161950525,56,0.00986784140969163,0.9824561403508771,1.0,0.9911504424778761
tier 2,vandalism,Decision Tree,Validation,0.9931542917324908,0.838665955176094,25,0.013164823591363875,0.7727272727272727,0.68,0.723404255319149
tier 2,aggravated kidnapping,Decision Tree,Train,1.0,1.0,38,0.006696035242290749,1.0,1.0,1.0
tier 2,aggravated kidnapping,Decision Tree,Validation,0.9926276987888363,0.7064785373608904,12,0.00631911532385466,0.4166666666666667,0.4166666666666667,0.4166666666666667
tier 2,fugitives from justice,Decision Tree,Train,0.9996475770925111,0.9583333333333333,24,0.004229074889867841,1.0,0.9166666666666666,0.9565217391304348
tier 2,fugitives from justice,Decision Tree,Validation,0.9947340705634544,0.7484135378106822,8,0.00421274354923644,0.4,0.5,0.4444444444444444
tier 2,animal cruelty,Decision Tree,Train,0.9996475770925111,0.9967948717948718,312,0.05497797356828194,1.0,0.9935897435897436,0.9967845659163987
tier 2,animal cruelty,Decision Tree,Validation,0.9873617693522907,0.9609394608704381,88,0.04634017904160084,0.82,0.9318181818181818,0.8723404255319149
tier 2,use of weapons of mass destruction,Decision Tree,Train,0.9998237885462555,0.9999118321283724,4,0.0007048458149779736,0.8,1.0,0.8888888888888888
tier 2,use of weapons of mass destruction,Decision Tree,Validation,0.9994734070563455,0.5,1,0.000526592943654555,1.0,0.0,0.0
tier 2,obstructing witnesses and evidence,Decision Tree,Train,0.9998237885462555,0.9886363636363636,44,0.007753303964757709,1.0,0.9772727272727273,0.9885057471264368
tier 2,obstructing witnesses and evidence,Decision Tree,Validation,0.9968404423380727,0.9401137713321247,17,0.008952080042127435,0.7894736842105263,0.8823529411764706,0.8333333333333334
tier 2,hate crime acts,Decision Tree,Train,1.0,1.0,33,0.005814977973568282,1.0,1.0,1.0
tier 2,hate crime acts,Decision Tree,Validation,0.9978936282253817,0.863371533127889,11,0.005792522380200105,0.8888888888888888,0.7272727272727273,0.8
